location,property_type,developer,furnishing_status,bedrooms,bathrooms,size_sqft,price,price_per_sqft,listing_category,year_built,property_age,squarefeet,neighborhood,yearbuilt
Suburb,Unknown,Unknown,Unknown,3,2,1290,169224.3714072209,131.18168326141154,Budget,2000,25,1290,Suburb,2000
Urban,Unknown,Unknown,Unknown,5,3,2963,272009.5363784613,91.80207100184316,High-End,2020,5,2963,Urban,2020
Urban,Unknown,Unknown,Unknown,4,2,1101,158172.89000369256,143.66293369999323,Budget,1952,73,1101,Urban,1952
Suburb,Unknown,Unknown,Unknown,5,3,2290,294583.7863342183,128.63920800620886,High-End,1998,27,2290,Suburb,1998
Rural,Unknown,Unknown,Unknown,4,2,1866,261400.11601833667,140.0858070837817,High-End,1998,27,1866,Rural,1998
Suburb,Unknown,Unknown,Unknown,2,1,1967,182230.82560850927,92.64403945526654,Budget,1957,68,1967,Suburb,1957
Urban,Unknown,Unknown,Unknown,5,3,2645,352345.0632559348,133.21174414213036,High-End,1972,53,2645,Urban,1972
Suburb,Unknown,Unknown,Unknown,4,2,1973,271382.7446381729,137.54827401833396,High-End,1996,29,1973,Suburb,1996
Rural,Unknown,Unknown,Unknown,2,3,1841,181366.85270316672,98.51540070785808,Budget,1971,54,1841,Rural,1971
Suburb,Unknown,Unknown,Unknown,2,3,1961,257727.6311137292,131.42663493815868,Mid-Range,2010,15,1961,Suburb,2010
Suburb,Unknown,Unknown,Unknown,2,1,1941,165639.51675808453,85.33720595470609,Budget,1952,73,1941,Suburb,1952
Urban,Unknown,Unknown,Unknown,5,3,2800,243474.4477234156,86.95515990121986,Mid-Range,1998,27,2800,Urban,1998
Suburb,Unknown,Unknown,Unknown,2,3,2026,198205.39944815772,97.83089804943619,Mid-Range,1997,28,2026,Suburb,1997
Urban,Unknown,Unknown,Unknown,2,1,1084,134139.60903690415,123.74502678681195,Budget,1987,38,1084,Urban,1987
Rural,Unknown,Unknown,Unknown,4,2,2817,284652.0787843606,101.04795129015287,High-End,2009,16,2817,Rural,2009
Suburb,Unknown,Unknown,Unknown,2,2,1327,70898.66642722239,53.42778178389027,Budget,2004,21,1327,Suburb,2004
Urban,Unknown,Unknown,Unknown,5,2,1815,236463.22923742668,130.28277092971166,Mid-Range,1978,47,1815,Urban,1978
Urban,Unknown,Unknown,Unknown,3,2,2473,263159.5843017302,106.41309514829365,High-End,1961,64,2473,Urban,1961
Suburb,Unknown,Unknown,Unknown,2,2,1453,107698.29539228516,74.12133199744333,Budget,1967,58,1453,Suburb,1967
Suburb,Unknown,Unknown,Unknown,5,2,2947,315835.76987179794,107.17196127309057,High-End,2014,11,2947,Suburb,2014
Urban,Unknown,Unknown,Unknown,2,1,1628,144881.17485800633,88.99335064988104,Budget,2003,22,1628,Urban,2003
Urban,Unknown,Unknown,Unknown,5,2,2244,258201.53592070384,115.06307304844199,Mid-Range,2006,19,2244,Urban,2006
Rural,Unknown,Unknown,Unknown,2,1,2177,219665.923782876,100.90304261960313,Mid-Range,2010,15,2177,Rural,2010
Rural,Unknown,Unknown,Unknown,4,3,1664,218455.7742955195,131.283518206442,Mid-Range,2005,20,1664,Rural,2005
Rural,Unknown,Unknown,Unknown,3,1,1011,107334.48856240348,106.16665535351481,Budget,2017,8,1011,Rural,2017
Suburb,Unknown,Unknown,Unknown,3,1,2156,132073.99260592624,61.25880918642219,Budget,1978,47,2156,Suburb,1978
Suburb,Unknown,Unknown,Unknown,5,1,1303,115553.73947195178,88.68283919566521,Budget,2006,19,1303,Suburb,2006
Rural,Unknown,Unknown,Unknown,5,1,2316,215415.3337485653,93.01180213668623,Mid-Range,2018,7,2316,Rural,2018
Suburb,Unknown,Unknown,Unknown,3,2,1974,228101.08669727467,115.55272882334077,Mid-Range,1965,60,1974,Suburb,1965
Suburb,Unknown,Unknown,Unknown,4,3,2323,261706.03446340407,112.65864591623077,High-End,2009,16,2323,Suburb,2009
Suburb,Unknown,Unknown,Unknown,4,3,2763,355956.24519577506,128.82962185876767,High-End,1980,45,2763,Suburb,1980
Suburb,Unknown,Unknown,Unknown,2,3,1782,191120.2962414574,107.25044682461133,Mid-Range,2018,7,1782,Suburb,2018
Rural,Unknown,Unknown,Unknown,4,1,1042,75099.32403355616,72.07228794007308,Budget,1979,46,1042,Rural,1979
Suburb,Unknown,Unknown,Unknown,3,1,1943,220838.3244016946,113.65842738121184,Mid-Range,1973,52,1943,Suburb,1973
Rural,Unknown,Unknown,Unknown,3,2,1342,186302.78027415648,138.82472449639081,Budget,1970,55,1342,Rural,1970
Rural,Unknown,Unknown,Unknown,4,2,2349,247178.5271425052,105.22712947743942,Mid-Range,1954,71,2349,Rural,1954
Suburb,Unknown,Unknown,Unknown,4,3,2837,350986.40623497154,123.7174502061937,High-End,2011,14,2837,Suburb,2011
Suburb,Unknown,Unknown,Unknown,3,1,1497,148478.4031055562,99.18397001039159,Budget,1984,41,1497,Suburb,1984
Rural,Unknown,Unknown,Unknown,3,1,1363,153662.2957016022,112.73829471871035,Budget,2014,11,1363,Rural,2014
Suburb,Unknown,Unknown,Unknown,3,1,1890,208201.87523446287,110.15972234627665,Mid-Range,1980,45,1890,Suburb,1980
Rural,Unknown,Unknown,Unknown,3,3,1426,124142.07695560082,87.05615494782666,Budget,1989,36,1426,Rural,1989
Urban,Unknown,Unknown,Unknown,3,3,2004,202831.91828514705,101.21353207841669,Mid-Range,1993,32,2004,Urban,1993
Urban,Unknown,Unknown,Unknown,4,1,1020,134100.6379227283,131.4712136497336,Budget,1954,71,1020,Urban,1954
Rural,Unknown,Unknown,Unknown,4,1,1406,180241.40981218067,128.1944593258753,Budget,1998,27,1406,Rural,1998
Urban,Unknown,Unknown,Unknown,2,3,1618,263024.8078532809,162.56168594145916,High-End,1997,28,1618,Urban,1997
Rural,Unknown,Unknown,Unknown,2,3,2014,187786.1865537745,93.24041040405884,Budget,1970,55,2014,Rural,1970
Rural,Unknown,Unknown,Unknown,5,2,1335,207957.9274782492,155.77372844812675,Mid-Range,1996,29,1335,Rural,1996
Suburb,Unknown,Unknown,Unknown,2,2,2838,328168.74403618585,115.63380691902249,High-End,1951,74,2838,Suburb,1951
Urban,Unknown,Unknown,Unknown,4,2,2140,283147.3920190625,132.31186542946844,High-End,2011,14,2140,Urban,2011
Urban,Unknown,Unknown,Unknown,2,1,2147,197871.4316762445,92.16182192652283,Mid-Range,1964,61,2147,Urban,1964
Suburb,Unknown,Unknown,Unknown,2,1,1398,134718.94739590032,96.36548454642369,Budget,2006,19,1398,Suburb,2006
Rural,Unknown,Unknown,Unknown,4,1,1792,172927.93409984146,96.49996322535796,Budget,2018,7,1792,Rural,2018
Suburb,Unknown,Unknown,Unknown,3,3,2827,294455.6883244584,104.15836162874368,High-End,1950,75,2827,Suburb,1950
Urban,Unknown,Unknown,Unknown,4,2,1714,226499.5935677733,132.14678737909762,Mid-Range,1960,65,1714,Urban,1960
Rural,Unknown,Unknown,Unknown,4,3,1050,136812.8117299336,130.2979159332701,Budget,1983,42,1050,Rural,1983
Rural,Unknown,Unknown,Unknown,5,3,2806,358092.415606291,127.61668410773021,High-End,1966,59,2806,Rural,1966
Suburb,Unknown,Unknown,Unknown,5,3,1323,127279.0099651315,96.20484502277513,Budget,2013,12,1323,Suburb,2013
Rural,Unknown,Unknown,Unknown,5,1,1788,109080.5902500728,61.007041526886354,Budget,2008,17,1788,Rural,2008
Urban,Unknown,Unknown,Unknown,3,1,1140,131010.072514419,114.92111624071842,Budget,1963,62,1140,Urban,1963
Urban,Unknown,Unknown,Unknown,2,3,1469,159711.25820115174,108.72107433706721,Budget,1991,34,1469,Urban,1991
Urban,Unknown,Unknown,Unknown,5,2,1786,224234.0608025701,125.55098589169658,Mid-Range,1993,32,1786,Urban,1993
Rural,Unknown,Unknown,Unknown,4,1,2825,321469.4201347826,113.79448500346287,High-End,1967,58,2825,Rural,1967
Suburb,Unknown,Unknown,Unknown,5,1,2357,191311.8340771496,81.16751551851914,Mid-Range,1986,39,2357,Suburb,1986
Urban,Unknown,Unknown,Unknown,4,3,2916,225743.16604622657,77.41535186770459,Mid-Range,2003,22,2916,Urban,2003
Rural,Unknown,Unknown,Unknown,3,1,1963,332121.0273597828,169.19053864482058,High-End,1978,47,1963,Rural,1978
Suburb,Unknown,Unknown,Unknown,5,2,2007,302156.4373870679,150.55128918139906,High-End,1980,45,2007,Suburb,1980
Rural,Unknown,Unknown,Unknown,4,3,1372,221983.79138935264,161.79576631877015,Mid-Range,2001,24,1372,Rural,2001
Urban,Unknown,Unknown,Unknown,2,1,2587,334517.40725755814,129.3070766360874,High-End,2008,17,2587,Urban,2008
Rural,Unknown,Unknown,Unknown,3,3,1493,189121.51774603748,126.67214852380273,Budget,2007,18,1493,Rural,2007
Urban,Unknown,Unknown,Unknown,4,3,2562,316102.8590388098,123.38128768103427,High-End,1966,59,2562,Urban,1966
Urban,Unknown,Unknown,Unknown,2,2,2692,240595.08924117408,89.37410447294728,Mid-Range,1950,75,2692,Urban,1950
Urban,Unknown,Unknown,Unknown,2,2,1750,199661.272241265,114.09215556643714,Mid-Range,2018,7,1750,Urban,2018
Urban,Unknown,Unknown,Unknown,4,1,2179,261252.9061700792,119.89578071137181,High-End,2016,9,2179,Urban,2016
Rural,Unknown,Unknown,Unknown,5,3,1290,237567.6010999809,184.16093108525652,Mid-Range,1994,31,1290,Rural,1994
Rural,Unknown,Unknown,Unknown,2,1,2671,168741.55455074605,63.17542289432649,Budget,1979,46,2671,Rural,1979
Suburb,Unknown,Unknown,Unknown,3,1,2167,336045.5800566853,155.074102471936,High-End,2021,4,2167,Suburb,2021
Suburb,Unknown,Unknown,Unknown,2,1,1105,161667.28978926205,146.30523962829145,Budget,1952,73,1105,Suburb,1952
Suburb,Unknown,Unknown,Unknown,5,2,2443,296033.6043084375,121.17626046190647,High-End,2014,11,2443,Suburb,2014
Suburb,Unknown,Unknown,Unknown,3,3,1669,193318.33795217384,115.82884239195556,Mid-Range,1953,72,1669,Suburb,1953
Urban,Unknown,Unknown,Unknown,3,3,2681,280841.57048610575,104.75254400824534,High-End,1964,61,2681,Urban,1964
Urban,Unknown,Unknown,Unknown,3,2,1001,55453.870091129225,55.39847161950971,Budget,2019,6,1001,Urban,2019
Rural,Unknown,Unknown,Unknown,4,2,2968,312344.8202609043,105.23747313372787,High-End,1984,41,2968,Rural,1984
Rural,Unknown,Unknown,Unknown,2,1,1588,190994.40080997467,120.27355214733922,Mid-Range,1976,49,1588,Rural,1976
Suburb,Unknown,Unknown,Unknown,5,1,1643,183378.0071166936,111.61169027187681,Budget,1990,35,1643,Suburb,1990
Rural,Unknown,Unknown,Unknown,4,2,1089,155740.5921345614,143.01248129895444,Budget,1971,54,1089,Rural,1971
Rural,Unknown,Unknown,Unknown,4,2,2368,274778.1991690117,116.03809086529212,High-End,1989,36,2368,Rural,1989
Rural,Unknown,Unknown,Unknown,3,3,1349,96544.77517755772,71.56766136216288,Budget,2007,18,1349,Rural,2007
Urban,Unknown,Unknown,Unknown,4,3,2482,232992.782503858,93.87299859140128,Mid-Range,1986,39,2482,Urban,1986
Suburb,Unknown,Unknown,Unknown,2,3,2286,255788.8944091016,111.89365459715731,Mid-Range,2007,18,2286,Suburb,2007
Suburb,Unknown,Unknown,Unknown,4,2,2374,178494.59976093675,75.18727875355381,Budget,1992,33,2374,Suburb,1992
Rural,Unknown,Unknown,Unknown,4,1,2131,299860.50250577205,140.71351595765933,High-End,1994,31,2131,Rural,1994
Rural,Unknown,Unknown,Unknown,3,3,2609,324703.22556069924,124.45505004242976,High-End,1961,64,2609,Rural,1961
Urban,Unknown,Unknown,Unknown,3,2,2062,208711.0141378861,101.21775661391177,Mid-Range,2018,7,2062,Urban,2018
Urban,Unknown,Unknown,Unknown,4,2,1908,189094.1749383663,99.10596170773916,Budget,2018,7,1908,Urban,2018
Rural,Unknown,Unknown,Unknown,3,1,1158,120431.3468883592,103.99943600031018,Budget,2008,17,1158,Rural,2008
Urban,Unknown,Unknown,Unknown,5,3,2606,292542.7865700652,112.2574008327188,High-End,1999,26,2606,Urban,1999
Urban,Unknown,Unknown,Unknown,5,3,1958,194456.9922308655,99.3140920484502,Mid-Range,1975,50,1958,Urban,1975
Rural,Unknown,Unknown,Unknown,5,2,1311,185353.7738437728,141.38350407610434,Budget,1959,66,1311,Rural,1959
Rural,Unknown,Unknown,Unknown,4,3,2264,278394.5120425352,122.96577387037773,High-End,1998,27,2264,Rural,1998
Urban,Unknown,Unknown,Unknown,2,1,2961,305895.8473275269,103.30829021530796,High-End,1952,73,2961,Urban,1952
Rural,Unknown,Unknown,Unknown,2,3,1444,211016.08080995828,146.13301995149465,Mid-Range,2013,12,1444,Rural,2013
Suburb,Unknown,Unknown,Unknown,3,1,1297,228138.3045926162,175.8969195008606,Mid-Range,2020,5,1297,Suburb,2020
Urban,Unknown,Unknown,Unknown,2,2,1951,143719.30372222222,73.66443040605957,Budget,1955,70,1951,Urban,1955
Urban,Unknown,Unknown,Unknown,2,1,1035,171830.38847851264,166.01969901305569,Budget,2004,21,1035,Urban,2004
Urban,Unknown,Unknown,Unknown,4,1,2107,184956.0495855433,87.78170364762379,Budget,2015,10,2107,Urban,2015
Suburb,Unknown,Unknown,Unknown,3,1,2475,202637.0719313304,81.87356441669915,Mid-Range,2007,18,2475,Suburb,2007
Urban,Unknown,Unknown,Unknown,2,1,2909,256533.319559862,88.18608441384049,Mid-Range,2004,21,2909,Urban,2004
Rural,Unknown,Unknown,Unknown,5,2,2798,331331.7458056055,118.41735018070246,High-End,1951,74,2798,Rural,1951
Suburb,Unknown,Unknown,Unknown,3,1,2845,246222.31511623945,86.54562921484691,Mid-Range,1980,45,2845,Suburb,1980
Suburb,Unknown,Unknown,Unknown,3,2,2408,237328.0109537148,98.55814408376861,Mid-Range,1992,33,2408,Suburb,1992
Suburb,Unknown,Unknown,Unknown,3,3,2195,251000.6652285117,114.35110033189599,Mid-Range,2014,11,2195,Suburb,2014
Suburb,Unknown,Unknown,Unknown,5,3,2399,207405.8715174896,86.45513610566469,Mid-Range,2004,21,2399,Suburb,2004
Rural,Unknown,Unknown,Unknown,2,3,2708,265416.45687088586,98.01198555054869,High-End,2014,11,2708,Rural,2014
Suburb,Unknown,Unknown,Unknown,5,3,2385,248347.9668291598,104.12912655310683,Mid-Range,1974,51,2385,Suburb,1974
Urban,Unknown,Unknown,Unknown,3,2,1558,160990.2846370361,103.3313765321156,Budget,2016,9,1558,Urban,2016
Suburb,Unknown,Unknown,Unknown,3,2,1890,255185.14955507265,135.01859764818659,Mid-Range,1988,37,1890,Suburb,1988
Suburb,Unknown,Unknown,Unknown,4,3,1140,164163.37385430117,144.00295952131682,Budget,1990,35,1140,Suburb,1990
Suburb,Unknown,Unknown,Unknown,4,1,1886,222052.03669137857,117.73702899861006,Mid-Range,1999,26,1886,Suburb,1999
Suburb,Unknown,Unknown,Unknown,4,3,2941,310126.5618599417,105.4493579938598,High-End,2006,19,2941,Suburb,2006
Urban,Unknown,Unknown,Unknown,4,3,2141,155736.77391563528,72.74020266961013,Budget,2011,14,2141,Urban,2011
Urban,Unknown,Unknown,Unknown,3,3,2300,203508.3186334719,88.48187766672692,Mid-Range,1968,57,2300,Urban,1968
Suburb,Unknown,Unknown,Unknown,5,2,1725,232256.4052037194,134.64139432099674,Mid-Range,2001,24,1725,Suburb,2001
Suburb,Unknown,Unknown,Unknown,4,3,2243,264519.6569883566,117.9311890273547,High-End,1997,28,2243,Suburb,1997
Urban,Unknown,Unknown,Unknown,5,3,2928,331111.88080293656,113.08465874417232,High-End,1977,48,2928,Urban,1977
Suburb,Unknown,Unknown,Unknown,4,3,2049,236049.7019338134,115.20239235422811,Mid-Range,1991,34,2049,Suburb,1991
Urban,Unknown,Unknown,Unknown,2,2,1520,176572.6684094433,116.166229216739,Budget,1984,41,1520,Urban,1984
Rural,Unknown,Unknown,Unknown,4,3,2806,241125.0277002814,85.93194144699979,Mid-Range,2008,17,2806,Rural,2008
Rural,Unknown,Unknown,Unknown,5,3,1009,110870.70487304396,109.88176895247172,Budget,1985,40,1009,Rural,1985
Suburb,Unknown,Unknown,Unknown,4,1,1983,243147.46698227164,122.61596922958731,Mid-Range,1957,68,1983,Suburb,1957
Rural,Unknown,Unknown,Unknown,2,3,1377,202481.9093997947,147.04568583863087,Mid-Range,1950,75,1377,Rural,1950
Rural,Unknown,Unknown,Unknown,5,2,2656,304907.989669534,114.79969490569805,High-End,2012,13,2656,Rural,2012
Urban,Unknown,Unknown,Unknown,5,1,2660,302534.86186285835,113.73491047475878,High-End,1984,41,2660,Urban,1984
Urban,Unknown,Unknown,Unknown,5,3,1681,297382.46354127006,176.9080687336526,High-End,1958,67,1681,Urban,1958
Rural,Unknown,Unknown,Unknown,3,2,1583,110732.44322471878,69.95100645907694,Budget,1955,70,1583,Rural,1955
Suburb,Unknown,Unknown,Unknown,5,1,1151,92403.98449742056,80.28148088394488,Budget,1990,35,1151,Suburb,1990
Suburb,Unknown,Unknown,Unknown,3,2,1719,295468.8457179291,171.8841452693014,High-End,1973,52,1719,Suburb,1973
Suburb,Unknown,Unknown,Unknown,2,1,2072,188349.2922817345,90.9021680896402,Budget,2009,16,2072,Suburb,2009
Rural,Unknown,Unknown,Unknown,5,2,2177,199418.54644240515,91.60245587616221,Mid-Range,1953,72,2177,Rural,1953
Rural,Unknown,Unknown,Unknown,5,1,1858,172653.7246346492,92.92450195621593,Budget,2021,4,1858,Rural,2021
Suburb,Unknown,Unknown,Unknown,5,3,2316,365275.7489931561,157.718371758703,High-End,1963,62,2316,Suburb,1963
Rural,Unknown,Unknown,Unknown,2,3,2603,280912.1754349472,107.91862291008344,High-End,1980,45,2603,Rural,1980
Suburb,Unknown,Unknown,Unknown,3,3,1049,133669.9851476026,127.42610595576987,Budget,1988,37,1049,Suburb,1988
Urban,Unknown,Unknown,Unknown,4,3,1663,168793.22088207185,101.4992308370847,Budget,1968,57,1663,Urban,1968
Urban,Unknown,Unknown,Unknown,2,1,1530,168264.02545495314,109.97648722545956,Budget,1974,51,1530,Urban,1974
Suburb,Unknown,Unknown,Unknown,2,1,2635,310831.51051877625,117.96262258777088,High-End,1977,48,2635,Suburb,1977
Rural,Unknown,Unknown,Unknown,2,1,2083,311910.3567083378,149.74092976876514,High-End,2013,12,2083,Rural,2013
Urban,Unknown,Unknown,Unknown,3,1,2190,173417.4187352977,79.18603595219072,Budget,1973,52,2190,Urban,1973
Suburb,Unknown,Unknown,Unknown,3,1,2225,320244.9300567592,143.9303056434873,High-End,1989,36,2225,Suburb,1989
Suburb,Unknown,Unknown,Unknown,3,1,1856,244231.00207659308,131.5899795671299,Mid-Range,2009,16,1856,Suburb,2009
Rural,Unknown,Unknown,Unknown,3,3,1145,140932.69815752402,123.0853259017677,Budget,1964,61,1145,Rural,1964
Rural,Unknown,Unknown,Unknown,3,1,1914,176699.81652478682,92.31965335673293,Budget,2003,22,1914,Rural,2003
Urban,Unknown,Unknown,Unknown,5,2,2699,270876.8999319227,100.36194884472867,High-End,2007,18,2699,Urban,2007
Suburb,Unknown,Unknown,Unknown,4,2,2993,300559.486950586,100.42081087557168,High-End,1954,71,2993,Suburb,1954
Suburb,Unknown,Unknown,Unknown,4,2,1992,259653.56004135203,130.3481727115221,Mid-Range,1988,37,1992,Suburb,1988
Suburb,Unknown,Unknown,Unknown,3,1,2462,275169.2956102106,111.7665701097525,High-End,2012,13,2462,Suburb,2012
Urban,Unknown,Unknown,Unknown,3,3,1241,209223.53459946456,168.59269508417773,Mid-Range,2021,4,1241,Urban,2021
Urban,Unknown,Unknown,Unknown,5,2,1580,178946.0393515332,113.25698693135013,Budget,1950,75,1580,Urban,1950
Urban,Unknown,Unknown,Unknown,3,1,1686,178274.49197995197,105.7381328469466,Budget,1969,56,1686,Urban,1969
Suburb,Unknown,Unknown,Unknown,5,1,2584,232749.2270825689,90.0732302951118,Mid-Range,2018,7,2584,Suburb,2018
Rural,Unknown,Unknown,Unknown,5,3,1482,218885.74676663743,147.69618540258935,Mid-Range,1998,27,1482,Rural,1998
Suburb,Unknown,Unknown,Unknown,2,1,2131,203174.26019997644,95.34221501641316,Mid-Range,1967,58,2131,Suburb,1967
Rural,Unknown,Unknown,Unknown,2,1,2249,162855.15837391693,72.41225361223519,Budget,1972,53,2249,Rural,1972
Urban,Unknown,Unknown,Unknown,3,2,1672,151172.71251068517,90.41430174084041,Budget,1967,58,1672,Urban,1967
Suburb,Unknown,Unknown,Unknown,5,2,1630,136594.43425888388,83.80026641649317,Budget,2009,16,1630,Suburb,2009
Rural,Unknown,Unknown,Unknown,3,2,1660,222597.58991258635,134.09493368228092,Mid-Range,1992,33,1660,Rural,1992
Suburb,Unknown,Unknown,Unknown,2,2,1661,170648.37192774,102.73833349051174,Budget,2021,4,1661,Suburb,2021
Suburb,Unknown,Unknown,Unknown,2,2,2455,266532.2487728057,108.56710744309804,High-End,2003,22,2455,Suburb,2003
Suburb,Unknown,Unknown,Unknown,2,1,1804,244993.4184970105,135.80566435532734,Mid-Range,2000,25,1804,Suburb,2000
Suburb,Unknown,Unknown,Unknown,2,1,2678,227285.49957584887,84.87135906491743,Mid-Range,2009,16,2678,Suburb,2009
Urban,Unknown,Unknown,Unknown,2,3,1418,222799.915259552,157.12264827895063,Mid-Range,1973,52,1418,Urban,1973
Urban,Unknown,Unknown,Unknown,3,2,1987,157462.03439793893,79.24611695920429,Budget,1999,26,1987,Urban,1999
Rural,Unknown,Unknown,Unknown,3,2,2478,135582.30222992072,54.714407679548316,Budget,1986,39,2478,Rural,1986
Urban,Unknown,Unknown,Unknown,2,2,2183,305410.3992334419,139.90398499012457,High-End,2006,19,2183,Urban,2006
Urban,Unknown,Unknown,Unknown,3,2,2546,162431.61805758363,63.798750219003786,Budget,1979,46,2546,Urban,1979
Urban,Unknown,Unknown,Unknown,2,2,1649,277920.66834242106,168.53891348842998,High-End,1997,28,1649,Urban,1997
Urban,Unknown,Unknown,Unknown,2,1,1968,221766.33439007652,112.68614552341286,Mid-Range,1970,55,1968,Urban,1970
Rural,Unknown,Unknown,Unknown,2,1,1589,219030.4772109371,137.84171001317628,Mid-Range,1964,61,1589,Rural,1964
Urban,Unknown,Unknown,Unknown,3,2,2100,160391.16176013649,76.37674369530309,Budget,2020,5,2100,Urban,2020
Urban,Unknown,Unknown,Unknown,3,1,1508,173922.57356869327,115.3332715972767,Budget,1981,44,1508,Urban,1981
Rural,Unknown,Unknown,Unknown,5,2,1440,200346.55053353767,139.12954898162337,Mid-Range,1996,29,1440,Rural,1996
Urban,Unknown,Unknown,Unknown,3,3,2277,308312.9739911121,135.40315063289947,High-End,1991,34,2277,Urban,1991
Rural,Unknown,Unknown,Unknown,3,2,1920,236392.49784965653,123.12109263002944,Mid-Range,1954,71,1920,Rural,1954
Urban,Unknown,Unknown,Unknown,4,3,1769,200865.70416767523,113.54759986866887,Mid-Range,1970,55,1769,Urban,1970
Urban,Unknown,Unknown,Unknown,2,3,2343,247332.2768166104,105.56221801818626,Mid-Range,1974,51,2343,Urban,1974
Suburb,Unknown,Unknown,Unknown,2,2,2826,288967.9778654556,102.25335380943228,High-End,1987,38,2826,Suburb,1987
Rural,Unknown,Unknown,Unknown,3,2,1262,141315.18216119157,111.97716494547667,Budget,1974,51,1262,Rural,1974
Rural,Unknown,Unknown,Unknown,3,2,2620,252661.2147628688,96.43557815376671,Mid-Range,1994,31,2620,Rural,1994
Suburb,Unknown,Unknown,Unknown,5,2,2681,333142.58616512053,124.26056925218968,High-End,1995,30,2681,Suburb,1995
Rural,Unknown,Unknown,Unknown,4,1,2858,264489.8201205044,92.54367393999455,High-End,2014,11,2858,Rural,2014
Rural,Unknown,Unknown,Unknown,2,1,2577,291404.28604058723,113.07888476545877,High-End,2013,12,2577,Rural,2013
Rural,Unknown,Unknown,Unknown,2,3,2397,246270.5290420968,102.74114686779174,Mid-Range,2013,12,2397,Rural,2013
Suburb,Unknown,Unknown,Unknown,3,2,1636,65916.4584198619,40.29123375297182,Budget,1983,42,1636,Suburb,1983
Rural,Unknown,Unknown,Unknown,3,1,2190,301750.7242067234,137.78571881585543,High-End,2017,8,2190,Rural,2017
Urban,Unknown,Unknown,Unknown,4,1,2960,245558.95705811057,82.95910711422654,Mid-Range,2000,25,2960,Urban,2000
Urban,Unknown,Unknown,Unknown,2,1,2776,302558.65993254416,108.99087173362543,High-End,1966,59,2776,Urban,1966
Rural,Unknown,Unknown,Unknown,4,3,1458,230523.3872992759,158.10931913530584,Mid-Range,1964,61,1458,Rural,1964
Suburb,Unknown,Unknown,Unknown,2,1,1998,201815.46467291936,101.00874107753722,Mid-Range,2016,9,1998,Suburb,2016
Urban,Unknown,Unknown,Unknown,3,2,2303,404064.4753311408,175.45135706953573,High-End,2006,19,2303,Urban,2006
Urban,Unknown,Unknown,Unknown,4,1,1699,185469.99714412092,109.1642125627551,Budget,2018,7,1699,Urban,2018
Urban,Unknown,Unknown,Unknown,5,2,1301,117115.04430201052,90.01925003997734,Budget,1959,66,1301,Urban,1959
Suburb,Unknown,Unknown,Unknown,3,1,2554,363164.1473060735,142.19426284497789,High-End,1967,58,2554,Suburb,1967
Rural,Unknown,Unknown,Unknown,5,2,2603,248625.0219443224,95.51479905659716,Mid-Range,1957,68,2603,Rural,1957
Urban,Unknown,Unknown,Unknown,5,3,2241,282479.0870955991,126.05046278250741,High-End,2013,12,2241,Urban,2013
Urban,Unknown,Unknown,Unknown,5,1,2125,287821.3108454736,135.4453227508111,High-End,1965,60,2125,Urban,1965
Rural,Unknown,Unknown,Unknown,2,1,1553,161477.84347245604,103.97800609945656,Budget,2021,4,1553,Rural,2021
Rural,Unknown,Unknown,Unknown,5,3,1287,172234.7428736868,133.82652903938367,Budget,2020,5,1287,Rural,2020
Urban,Unknown,Unknown,Unknown,2,3,2190,231003.33827564225,105.48097638157181,Mid-Range,1953,72,2190,Urban,1953
Urban,Unknown,Unknown,Unknown,4,3,1620,343903.2936962318,212.28598376310603,High-End,1969,56,1620,Urban,1969
Urban,Unknown,Unknown,Unknown,3,2,2005,307507.2764772242,153.370212706845,High-End,1979,46,2005,Urban,1979
Suburb,Unknown,Unknown,Unknown,2,2,1035,165349.23656470818,159.75771648764075,Budget,1981,44,1035,Suburb,1981
Rural,Unknown,Unknown,Unknown,2,1,1743,210500.34427039127,120.76898695949012,Mid-Range,1974,51,1743,Rural,1974
Suburb,Unknown,Unknown,Unknown,4,2,2764,271981.5826185403,98.40144088948637,High-End,1998,27,2764,Suburb,1998
Suburb,Unknown,Unknown,Unknown,4,1,1352,99425.12370950286,73.53929268454354,Budget,1951,74,1352,Suburb,1951
Suburb,Unknown,Unknown,Unknown,3,3,2699,314445.3582159462,116.50439355907602,High-End,2009,16,2699,Suburb,2009
Rural,Unknown,Unknown,Unknown,4,1,2922,348293.5471441696,119.19697027521205,High-End,2016,9,2922,Rural,2016
Rural,Unknown,Unknown,Unknown,2,3,1072,12832.94955409615,11.97103503180611,Budget,1980,45,1072,Rural,1980
Urban,Unknown,Unknown,Unknown,3,3,1647,134233.44858642374,81.50179027712431,Budget,1997,28,1647,Urban,1997
Suburb,Unknown,Unknown,Unknown,3,1,2376,264559.8468201313,111.34673687715963,High-End,2015,10,2376,Suburb,2015
Rural,Unknown,Unknown,Unknown,3,2,2914,283707.36019544693,97.36010988175941,High-End,1997,28,2914,Rural,1997
Suburb,Unknown,Unknown,Unknown,5,2,2093,258404.15029905364,123.46113248879773,Mid-Range,1979,46,2093,Suburb,1979
Suburb,Unknown,Unknown,Unknown,5,1,1424,154640.41410849738,108.59579642450659,Budget,1966,59,1424,Suburb,1966
Rural,Unknown,Unknown,Unknown,2,2,1998,241124.976851852,120.68317159752353,Mid-Range,1968,57,1998,Rural,1968
